trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
193,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-114.67734836060869,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
194,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,11,-77.05594019697645,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
195,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-111.93798093180256,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
196,False,"{'a': 0.6, 'e': 0.9999999999999998}",30,0,-240.84536178986468,"{0: 15, 1: 3, 2: 8, 3: 0, 4: 4}",0
197,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-110.84912552178616,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
198,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-111.528644300607,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-90.93589483360492,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
200,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-97.1553651111766,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
201,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-65.33815936674574,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
202,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-141.83260541626117,"{0: 12, 1: 7, 2: 4, 3: 0, 4: 2}",0
203,False,"{'a': 0.6, 'e': 0.9999999999999998}",30,0,-162.03679231365808,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
204,False,"{'a': 0.6, 'e': 0.9999999999999998}",35,0,-131.70140736845642,"{0: 21, 1: 2, 2: 9, 3: 3, 4: 0}",0
205,False,"{'a': 0.6, 'e': 0.9999999999999998}",35,0,-233.27911622356137,"{0: 16, 1: 8, 2: 7, 3: 1, 4: 3}",0
206,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-46.78290828933678,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
207,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-99.49697357157176,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
208,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-121.836525258232,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
209,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-38.25216531400457,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
210,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-85.32344200668868,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
211,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-79.45253653751733,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
212,False,"{'a': 0.6, 'e': 0.9999999999999998}",30,0,-88.22996373695075,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
213,False,"{'a': 0.6, 'e': 0.9999999999999998}",35,0,-79.85672564341544,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
214,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,2,-76.97098881903753,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-115.88491717292575,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
216,False,"{'a': 0.6, 'e': 0.9999999999999998}",30,0,-132.3579079899631,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
217,False,"{'a': 0.6, 'e': 0.9999999999999998}",25,0,-133.61799920562598,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
218,False,"{'a': 0.6, 'e': 0.9999999999999998}",20,0,-34.595264869606495,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
219,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-147.1255464240756,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
220,False,"{'a': 0.6, 'e': 0.9999999999999996}",25,10,-188.6882557427316,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 4}",1
221,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-61.94943225933778,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
222,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-116.03351912346837,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
223,False,"{'a': 0.6, 'e': 0.9999999999999996}",30,0,-127.61089967247639,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
224,False,"{'a': 0.6, 'e': 0.9999999999999996}",30,0,-112.90575463925359,"{0: 16, 1: 3, 2: 10, 3: 1, 4: 0}",0
225,False,"{'a': 0.6, 'e': 0.9999999999999996}",25,0,-50.72650025772437,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
226,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-76.9700609163937,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
227,False,"{'a': 0.6, 'e': 0.9999999999999996}",30,0,-140.8793487218905,"{0: 17, 1: 1, 2: 8, 3: 4, 4: 0}",0
228,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-102.79292691909619,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
229,False,"{'a': 0.6, 'e': 0.9999999999999996}",25,0,-174.73032692403103,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
230,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-143.84007634541544,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
231,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-40.34329706004781,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
232,False,"{'a': 0.6, 'e': 0.9999999999999996}",35,0,-260.6286821400696,"{0: 18, 1: 3, 2: 9, 3: 1, 4: 4}",0
233,False,"{'a': 0.6, 'e': 0.9999999999999996}",25,0,-36.08200920881694,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
234,False,"{'a': 0.6, 'e': 0.9999999999999996}",30,0,-153.05379138517588,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
235,False,"{'a': 0.6, 'e': 0.9999999999999996}",30,8,-159.36166797362992,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 2}",1
236,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-90.3397362655866,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
237,False,"{'a': 0.6, 'e': 0.9999999999999996}",25,0,-203.4039312636349,"{0: 13, 1: 5, 2: 3, 3: 0, 4: 4}",0
238,False,"{'a': 0.6, 'e': 0.9999999999999996}",35,0,-225.97302944231487,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 5}",0
239,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-64.49674386323798,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
240,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-81.20816044260506,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
241,False,"{'a': 0.6, 'e': 0.9999999999999996}",25,0,-160.14163067711547,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
242,False,"{'a': 0.6, 'e': 0.9999999999999996}",30,0,-219.47083356951083,"{0: 18, 1: 0, 2: 7, 3: 2, 4: 3}",0
243,False,"{'a': 0.6, 'e': 0.9999999999999996}",20,0,-108.53518738028579,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
244,False,"{'a': 0.6, 'e': 0.9999999999999993}",25,16,-69.99810798650344,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
245,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-91.61706412462732,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
246,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-61.18377690192516,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
247,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-31.1992194432076,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
248,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-21.967151697305372,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
249,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-173.50881909601338,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
250,False,"{'a': 0.6, 'e': 0.9999999999999993}",25,3,-68.225022053121,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
251,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-61.73465757643521,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
252,False,"{'a': 0.6, 'e': 0.9999999999999993}",25,15,-14.31053513251225,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.9999999999999993}",30,0,-163.0041224078274,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
254,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-80.98382636765628,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
255,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-138.50998801287602,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
256,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-65.48012633585343,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.6, 'e': 0.9999999999999993}",25,0,-189.5287383177735,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
258,False,"{'a': 0.6, 'e': 0.9999999999999993}",20,0,-98.87834945574613,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
259,False,"{'a': 0.6, 'e': 0.9999999999999993}",25,0,-100.91966441246011,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
260,False,"{'a': 0.6, 'e': 0.9999999999999993}",30,0,-139.84374956715513,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
261,False,"{'a': 0.6, 'e': 0.9999999999999991}",30,0,-223.5252757488396,"{0: 19, 1: 0, 2: 5, 3: 2, 4: 4}",0
262,False,"{'a': 0.6, 'e': 0.9999999999999991}",25,0,-165.57764755014526,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
263,False,"{'a': 0.6, 'e': 0.9999999999999991}",25,0,-147.95278434232168,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
264,False,"{'a': 0.6, 'e': 0.9999999999999991}",20,0,-103.8325538579883,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
265,False,"{'a': 0.6, 'e': 0.9999999999999991}",20,0,-83.71115633278464,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
266,False,"{'a': 0.6, 'e': 0.9999999999999991}",30,0,-246.83643106834708,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 5}",0
267,False,"{'a': 0.6, 'e': 0.9999999999999991}",25,0,-207.87092353178238,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
268,False,"{'a': 0.6, 'e': 0.9999999999999991}",30,0,-159.98855903982795,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
269,False,"{'a': 0.6, 'e': 0.9999999999999991}",30,0,-200.48913274814186,"{0: 17, 1: 2, 2: 5, 3: 4, 4: 2}",0
270,False,"{'a': 0.6, 'e': 0.9999999999999991}",25,0,-108.70297756797608,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
271,False,"{'a': 0.6, 'e': 0.9999999999999991}",20,2,-76.41240597797028,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
272,False,"{'a': 0.6, 'e': 0.9999999999999991}",20,0,-180.35151285038376,"{0: 12, 1: 1, 2: 1, 3: 3, 4: 3}",0
273,False,"{'a': 0.6, 'e': 0.9999999999999991}",30,0,-161.09005299556785,"{0: 16, 1: 5, 2: 5, 3: 3, 4: 1}",0
274,False,"{'a': 0.6, 'e': 0.9999999999999989}",25,0,-207.4591556635664,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
275,False,"{'a': 0.6, 'e': 0.9999999999999989}",25,0,-73.34266421051122,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
276,False,"{'a': 0.6, 'e': 0.9999999999999989}",20,0,-195.50467383357042,"{0: 9, 1: 2, 2: 2, 3: 5, 4: 2}",0
277,False,"{'a': 0.6, 'e': 0.9999999999999989}",25,0,-37.77358829526736,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
278,False,"{'a': 0.6, 'e': 0.9999999999999989}",30,0,-108.69125183225665,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
279,False,"{'a': 0.6, 'e': 0.9999999999999989}",20,0,-129.59967316527022,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
280,False,"{'a': 0.6, 'e': 0.9999999999999989}",20,0,-59.88649115034357,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
281,False,"{'a': 0.6, 'e': 0.9999999999999989}",25,0,-198.54766610764864,"{0: 10, 1: 3, 2: 9, 3: 1, 4: 2}",0
282,False,"{'a': 0.6, 'e': 0.9999999999999989}",25,0,-69.3324393109987,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
283,False,"{'a': 0.6, 'e': 0.9999999999999989}",20,0,-52.93224556025373,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
284,False,"{'a': 0.6, 'e': 0.9999999999999987}",30,0,-246.4036593429108,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 5}",0
285,False,"{'a': 0.6, 'e': 0.9999999999999987}",20,0,-182.32502074796798,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
286,False,"{'a': 0.6, 'e': 0.9999999999999987}",30,0,-152.94683285676578,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
287,False,"{'a': 0.6, 'e': 0.9999999999999987}",25,0,-249.29031037365135,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
288,False,"{'a': 0.6, 'e': 0.9999999999999987}",20,0,-85.1362153657468,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
289,False,"{'a': 0.6, 'e': 0.9999999999999987}",30,0,-93.20540049753969,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
290,False,"{'a': 0.6, 'e': 0.9999999999999987}",25,0,-110.17850327707032,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
291,False,"{'a': 0.6, 'e': 0.9999999999999987}",20,0,-59.124316391939466,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
292,False,"{'a': 0.6, 'e': 0.9999999999999984}",25,0,-128.54880720961887,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
293,False,"{'a': 0.6, 'e': 0.9999999999999984}",20,0,-78.13669242346329,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
294,False,"{'a': 0.6, 'e': 0.9999999999999984}",25,0,-157.3668655502541,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",0
295,False,"{'a': 0.6, 'e': 0.9999999999999984}",30,0,-194.36735729159435,"{0: 15, 1: 2, 2: 8, 3: 4, 4: 1}",0
296,False,"{'a': 0.6, 'e': 0.9999999999999984}",20,0,-100.00368141232096,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
297,False,"{'a': 0.6, 'e': 0.9999999999999984}",25,0,-149.9839577828696,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
298,False,"{'a': 0.6, 'e': 0.9999999999999984}",20,0,-93.69992158408523,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
299,False,"{'a': 0.6, 'e': 0.9999999999999982}",35,0,-177.30693242415117,"{0: 20, 1: 4, 2: 8, 3: 1, 4: 2}",0
300,False,"{'a': 0.6, 'e': 0.9999999999999982}",30,0,-220.46537157688908,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
301,False,"{'a': 0.6, 'e': 0.9999999999999982}",25,0,-133.87618276416973,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
302,False,"{'a': 0.6, 'e': 0.9999999999999982}",30,0,-208.72957510835062,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
303,False,"{'a': 0.6, 'e': 0.9999999999999982}",20,0,-152.21554878468484,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
304,False,"{'a': 0.6, 'e': 0.9999999999999982}",25,0,-29.058079062391585,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
305,False,"{'a': 0.6, 'e': 0.999999999999998}",30,17,-58.712395971748386,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
306,False,"{'a': 0.6, 'e': 0.999999999999998}",20,0,-139.71069040988,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
307,False,"{'a': 0.6, 'e': 0.999999999999998}",20,0,-78.02788002758356,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
308,False,"{'a': 0.6, 'e': 0.999999999999998}",25,0,-91.35479661090538,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
309,False,"{'a': 0.6, 'e': 0.999999999999998}",30,0,-173.53996380975636,"{0: 15, 1: 3, 2: 8, 3: 3, 4: 1}",0
310,False,"{'a': 0.6, 'e': 0.999999999999998}",25,0,-133.33648953931745,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
311,False,"{'a': 0.6, 'e': 0.9999999999999978}",25,0,-167.2605153238915,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
312,False,"{'a': 0.6, 'e': 0.9999999999999978}",20,0,-114.24955796637867,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
313,False,"{'a': 0.6, 'e': 0.9999999999999978}",30,0,-149.66315824329482,"{0: 18, 1: 6, 2: 3, 3: 0, 4: 3}",0
314,False,"{'a': 0.6, 'e': 0.9999999999999978}",20,0,-34.90686849551828,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
315,False,"{'a': 0.6, 'e': 0.9999999999999978}",20,0,-106.61518206752771,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
316,False,"{'a': 0.6, 'e': 0.9999999999999976}",30,0,-86.30787876653359,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
317,False,"{'a': 0.6, 'e': 0.9999999999999976}",20,0,-111.82844662362206,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
318,False,"{'a': 0.6, 'e': 0.9999999999999976}",20,6,-38.08322718127402,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.9999999999999976}",20,0,-205.16658966767002,"{0: 7, 1: 2, 2: 8, 3: 0, 4: 3}",0
320,False,"{'a': 0.6, 'e': 0.9999999999999973}",20,10,-50.26166516653845,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
321,False,"{'a': 0.6, 'e': 0.9999999999999973}",25,13,-31.19803322590137,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.9999999999999973}",30,0,-145.6489013772189,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",1
323,False,"{'a': 0.6, 'e': 0.9999999999999973}",20,0,-115.43529995754885,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
324,False,"{'a': 0.6, 'e': 0.9999999999999973}",35,0,-132.42570596959328,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 3}",0
325,False,"{'a': 0.6, 'e': 0.9999999999999971}",25,0,-201.9907795372944,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
326,False,"{'a': 0.6, 'e': 0.9999999999999971}",20,0,-89.8559509428409,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
327,False,"{'a': 0.6, 'e': 0.9999999999999971}",25,0,-70.48112096923501,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
328,False,"{'a': 0.6, 'e': 0.9999999999999969}",25,0,-141.4839005714479,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
329,False,"{'a': 0.6, 'e': 0.9999999999999969}",30,0,-162.21503979346352,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
330,False,"{'a': 0.6, 'e': 0.9999999999999969}",20,0,-112.53410530760802,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
331,False,"{'a': 0.6, 'e': 0.9999999999999969}",20,0,-33.255490290212336,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
332,False,"{'a': 0.6, 'e': 0.9999999999999967}",25,0,-169.62346932481336,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
333,False,"{'a': 0.6, 'e': 0.9999999999999967}",25,0,-239.9034476173465,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
334,False,"{'a': 0.6, 'e': 0.9999999999999967}",30,0,-140.8940815606993,"{0: 15, 1: 4, 2: 8, 3: 3, 4: 0}",0
335,False,"{'a': 0.6, 'e': 0.9999999999999964}",25,0,-205.5540508332021,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
336,False,"{'a': 0.6, 'e': 0.9999999999999964}",35,0,-105.22112687609548,"{0: 21, 1: 3, 2: 10, 3: 1, 4: 0}",0
337,False,"{'a': 0.6, 'e': 0.9999999999999964}",20,0,-45.520776154327834,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
338,False,"{'a': 0.6, 'e': 0.9999999999999962}",20,0,-58.67955421164278,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
339,False,"{'a': 0.6, 'e': 0.9999999999999962}",25,0,-90.72890144638711,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
340,False,"{'a': 0.6, 'e': 0.9999999999999962}",20,0,-73.19883930473807,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
341,False,"{'a': 0.6, 'e': 0.999999999999996}",25,0,-74.8213060423639,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
342,False,"{'a': 0.6, 'e': 0.999999999999996}",20,0,-15.218706643355496,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
343,False,"{'a': 0.6, 'e': 0.999999999999996}",30,0,-87.98514527630942,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
344,False,"{'a': 0.6, 'e': 0.9999999999999958}",20,0,-82.08553279958659,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
345,False,"{'a': 0.6, 'e': 0.9999999999999958}",20,0,-42.0396595524319,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
346,False,"{'a': 0.6, 'e': 0.9999999999999958}",20,0,-100.77140158768255,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
347,False,"{'a': 0.6, 'e': 0.9999999999999956}",30,0,-155.96519389626675,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
348,False,"{'a': 0.6, 'e': 0.9999999999999956}",30,3,-148.8458067164691,"{0: 15, 1: 4, 2: 3, 3: 4, 4: 1}",1
349,False,"{'a': 0.6, 'e': 0.9999999999999953}",20,0,-135.40567079383067,"{0: 11, 1: 2, 2: 2, 3: 4, 4: 1}",0
350,False,"{'a': 0.6, 'e': 0.9999999999999953}",20,0,-157.1465666422034,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
351,False,"{'a': 0.6, 'e': 0.9999999999999953}",20,0,-158.3985275166773,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
352,False,"{'a': 0.6, 'e': 0.9999999999999951}",20,0,-89.6446603084417,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
353,False,"{'a': 0.6, 'e': 0.9999999999999951}",30,0,-171.98353527242736,"{0: 20, 1: 0, 2: 7, 3: 0, 4: 3}",0
354,False,"{'a': 0.6, 'e': 0.9999999999999949}",20,0,-98.04473420133412,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
355,False,"{'a': 0.6, 'e': 0.9999999999999949}",25,0,-190.98635630473976,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
356,False,"{'a': 0.6, 'e': 0.9999999999999947}",20,0,-69.53762400461979,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
357,False,"{'a': 0.6, 'e': 0.9999999999999947}",25,3,-63.37354370693014,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.9999999999999944}",25,0,-70.7076244121811,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
359,False,"{'a': 0.6, 'e': 0.9999999999999944}",25,0,-93.30325862603655,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
360,False,"{'a': 0.6, 'e': 0.9999999999999942}",20,0,-60.134265078452806,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
361,False,"{'a': 0.6, 'e': 0.9999999999999942}",20,0,-133.12920268110048,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
362,False,"{'a': 0.6, 'e': 0.999999999999994}",25,0,-79.85930793875754,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
363,False,"{'a': 0.6, 'e': 0.999999999999994}",25,11,-73.86874576808636,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 1}",1
364,False,"{'a': 0.6, 'e': 0.9999999999999938}",30,0,-51.437538181957294,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
365,False,"{'a': 0.6, 'e': 0.9999999999999938}",25,0,-101.04614703602113,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
366,False,"{'a': 0.6, 'e': 0.9999999999999936}",25,0,-126.90899898787994,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
367,False,"{'a': 0.6, 'e': 0.9999999999999936}",20,0,-124.6424235370869,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
368,False,"{'a': 0.6, 'e': 0.9999999999999933}",20,0,-60.51519082571315,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
369,False,"{'a': 0.6, 'e': 0.9999999999999931}",20,0,-47.76096615800748,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
370,False,"{'a': 0.6, 'e': 0.9999999999999931}",20,0,-120.73513642773614,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
371,False,"{'a': 0.6, 'e': 0.9999999999999929}",25,0,-133.22743022612437,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
372,False,"{'a': 0.6, 'e': 0.9999999999999927}",30,0,-220.16649339565828,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
373,False,"{'a': 0.6, 'e': 0.9999999999999927}",20,0,-108.85070713910807,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
374,False,"{'a': 0.6, 'e': 0.9999999999999925}",20,0,-223.36960413160983,"{0: 8, 1: 1, 2: 5, 3: 3, 4: 3}",0
375,False,"{'a': 0.6, 'e': 0.9999999999999922}",25,0,-109.14550407602916,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
